,Player1,Player2,Outcome
6122,David Goffin,Jan Lennard Struff,1
6123,Lucas Pouille,Pierre Hugues Herbert,1
6124,Gilles Simon,Guillermo Garcia Lopez,1
6125,Gilles Muller,Nikoloz Basilashvili,1
6126,Dominic Thiem,Peter Gojowczyk,1
6127,Lucas Pouille,Julien Benneteau,1
6128,Gilles Simon,Malek Jaziri,1
6129,Dominic Thiem,Gilles Muller,1
6130,Lucas Pouille,David Goffin,1
6131,Dominic Thiem,Gilles Simon,1
6132,Lucas Pouille,Dominic Thiem,1
6133,Alexander Zverev,Karen Khachanov,1
6134,Paolo Lorenzi,Mischa Zverev,1
6135,Joao Sousa,Radu Albot,1
6136,Andrey Rublev,Mikhail Kukushkin,1
6137,Dusan Lajovic,Fernando Verdasco,1
6138,Mikhail Youzhny,Milos Raonic,1
6139,Alexander Zverev,Daniil Medvedev,1
6140,Joao Sousa,Andrey Rublev,1
6141,Viktor Troicki,Dusan Lajovic,1
6142,Alexander Zverev,Mikhail Youzhny,1
6143,Tomas Berdych,Paolo Lorenzi,1
6144,Roberto Bautista Agut,Joao Sousa,1
6145,Stan Wawrinka,Viktor Troicki,1
6146,Alexander Zverev,Tomas Berdych,1
6147,Stan Wawrinka,Roberto Bautista Agut,1
6148,Alexander Zverev,Stan Wawrinka,1
6149,Kevin Anderson,Jordan Thompson,1
6150,Karen Khachanov,Joao Sousa,1
6151,Dusan Lajovic,Federico Delbonis,1
6152,Kevin Anderson,Nick Kyrgios,1
6153,Karen Khachanov,Adrian Mannarino,1
6154,Grigor Dimitrov,Dusan Lajovic,1
6155,Albert Ramos,Yen Hsun Lu,1
6156,Viktor Troicki,Kevin Anderson,1
6157,Karen Khachanov,Feliciano Lopez,1
6158,Albert Ramos,Dominic Thiem,1
6159,Karen Khachanov,Viktor Troicki,1
6160,Albert Ramos,Grigor Dimitrov,1
6161,Karen Khachanov,Albert Ramos,1
6162,Benoit Paire,Nikoloz Basilashvili,1
6163,Fabio Fognini,Dudi Sela,1
6164,Ryan Harrison,Guillermo Garcia Lopez,1
6165,Malek Jaziri,David Goffin,1
6166,Mischa Zverev,Fabio Fognini,1
6167,Tomas Berdych,Mikhail Kukushkin,1
6168,Richard Gasquet,Mischa Zverev,1
6169,Tomas Berdych,Jiri Vesely,1
6170,Tomas Berdych,Richard Gasquet,1
6171,Rafael Nadal,Paolo Lorenzi,1
6172,Adrian Mannarino,Albert Ramos,1
6173,Grigor Dimitrov,Steve Johnson,1
6174,Lucas Pouille,Yen Hsun Lu,1
6175,Milos Raonic,Florian Mayer,1
6176,Malek Jaziri,Guido Pella,1
6177,Richard Gasquet,Sam Querrey,1
6178,David Ferrer,Pablo Cuevas,1
6179,Fabio Fognini,Viktor Troicki,1
6180,Alexander Zverev,Dominic Thiem,1
6181,Kyle Edmund,Guillermo Garcia Lopez,1
6182,Andy Murray,Andreas Seppi,1
6183,Rafael Nadal,Adrian Mannarino,1
6184,Grigor Dimitrov,Lucas Pouille,1
6185,Milos Raonic,Malek Jaziri,1
6186,Pablo Carreno Busta,Richard Gasquet,1
6187,David Ferrer,Fabio Fognini,1
6188,Alexander Zverev,Jack Sock,1
6189,Kyle Edmund,Roberto Bautista Agut,1
6190,Grigor Dimitrov,Rafael Nadal,1
6191,Milos Raonic,Pablo Carreno Busta,1
6192,David Ferrer,Alexander Zverev,1
6193,Andy Murray,Kyle Edmund,1
6194,Grigor Dimitrov,Milos Raonic,1
6195,Andy Murray,David Ferrer,1
6196,Andy Murray,Grigor Dimitrov,1
6197,Gael Monfils,Yuichi Sugita,1
6198,Gilles Simon,Philipp Kohlschreiber,1
6199,Ivo Karlovic,Federico Delbonis,1
6200,Gilles Muller,Tomas Berdych,1
6201,Nick Kyrgios,Ryan Harrison,1
6202,Marin Cilic,Benoit Paire,1
6203,Jiri Vesely,Kevin Anderson,1
6204,Kei Nishikori,Donald Young,1
6205,Gael Monfils,Gilles Simon,1
6206,Marin Cilic,Fernando Verdasco,1
6207,David Goffin,Jiri Vesely,1
6208,Joao Sousa,Kei Nishikori,1
6209,Gael Monfils,Ivo Karlovic,1
6210,Nick Kyrgios,Gilles Muller,1
6211,David Goffin,Joao Sousa,1
6212,Nick Kyrgios,Gael Monfils,1
6213,David Goffin,Marin Cilic,1
6214,Nick Kyrgios,David Goffin,1
6215,Lucas Pouille,Fernando Verdasco,1
6216,Benoit Paire,Joao Sousa,1
6217,Kyle Edmund,Federico Delbonis,1
6218,Gilles Simon,Pablo Carreno Busta,1
6219,Feliciano Lopez,David Ferrer,1
6220,Jack Sock,Guido Pella,1
6221,Paolo Lorenzi,Guillermo Garcia Lopez,1
6222,Alexander Zverev,John Isner,1
6223,Nick Kyrgios,Sam Querrey,1
6224,Grigor Dimitrov,Richard Gasquet,1
6225,Fabio Fognini,Albert Ramos,1
6226,Andy Murray,Steve Johnson,1
6227,David Goffin,Benoit Paire,1
6228,Gael Monfils,Kevin Anderson,1
6229,Stan Wawrinka,Kyle Edmund,1
6230,Jack Sock,Feliciano Lopez,1
6231,Milos Raonic,Paolo Lorenzi,1
6232,Alexander Zverev,Marin Cilic,1
6233,Viktor Troicki,Rafael Nadal,1
6234,Mischa Zverev,Nick Kyrgios,1
6235,Novak Djokovic,Fabio Fognini,1
6236,Andy Murray,Lucas Pouille,1
6237,David Goffin,Gael Monfils,1
6238,Gilles Simon,Stan Wawrinka,1
6239,Jack Sock,Milos Raonic,1
6240,Roberto Bautista Agut,Viktor Troicki,1
6241,Andy Murray,David Goffin,1
6242,Gilles Simon,Jack Sock,1
6243,Novak Djokovic,Mischa Zverev,1
6244,Andy Murray,Gilles Simon,1
6245,Roberto Bautista Agut,Novak Djokovic,1
6246,Andy Murray,Roberto Bautista Agut,1
6247,Andreas Seppi,Federico Delbonis,1
6248,Jan Lennard Struff,Mikhail Youzhny,1
6249,Marius Copil,Joao Sousa,1
6250,Steve Darcis,Benoit Paire,1
6251,Kyle Edmund,David Ferrer,1
6252,Andreas Seppi,Robin Haase,1
6253,Jan Lennard Struff,Gilles Simon,1
6254,Marius Copil,Steve Darcis,1
6255,David Goffin,Florian Mayer,1
6256,Kyle Edmund,Andreas Seppi,1
6257,Richard Gasquet,Jan Lennard Struff,1
6258,David Goffin,Marius Copil,1
6259,Richard Gasquet,Kyle Edmund,1
6260,Daniil Medvedev,Mikhail Kukushkin,1
6261,Damir Dzumhur,Karen Khachanov,1
6262,Albert Ramos,Evgeny Donskoy,1
6263,Fabio Fognini,Paolo Lorenzi,1
6264,Philipp Kohlschreiber,Dusan Lajovic,1
6265,Daniil Medvedev,Viktor Troicki,1
6266,Pablo Carreno Busta,Damir Dzumhur,1
6267,Fabio Fognini,Albert Ramos,1
6268,Fabio Fognini,Philipp Kohlschreiber,1
6269,Pablo Carreno Busta,Fabio Fognini,1
6270,Radu Albot,Steve Johnson,1
6271,Adrian Mannarino,Donald Young,1
6272,Jack Sock,Malek Jaziri,1
6273,Kevin Anderson,Ryan Harrison,1
6274,Alexander Zverev,Adrian Mannarino,1
6275,Grigor Dimitrov,Kevin Anderson,1
6276,Jack Sock,Alexander Zverev,1
6277,Florian Mayer,Benoit Paire,1
6278,Gilles Muller,Grigor Dimitrov,1
6279,Kei Nishikori,Dusan Lajovic,1
6280,Jack Sock,Adrian Mannarino,1
6281,Pablo Carreno Busta,Fernando Verdasco,1
6282,Marin Cilic,Mikhail Youzhny,1
6283,Guido Pella,Richard Gasquet,1
6284,Gilles Muller,Florian Mayer,1
6285,Kei Nishikori,Paolo Lorenzi,1
6286,Marin Cilic,Pablo Carreno Busta,1
6287,Mischa Zverev,Guido Pella,1
6288,Stan Wawrinka,Donald Young,1
6289,Gilles Muller,Federico Delbonis,1
6290,Mischa Zverev,Stan Wawrinka,1
6291,Kei Nishikori,Gilles Muller,1
6292,Marin Cilic,Mischa Zverev,1
6293,Marin Cilic,Kei Nishikori,1
6294,Nikoloz Basilashvili,Tomas Berdych,1
6295,Karen Khachanov,Andreas Seppi,1
6296,Ivo Karlovic,Steve Johnson,1
6297,Albert Ramos,Fabio Fognini,1
6298,David Ferrer,Kyle Edmund,1
6299,Joao Sousa,Pablo Cuevas,1
6300,Viktor Troicki,Kevin Anderson,1
6301,Dominic Thiem,Gerald Melzer,1
6302,Feliciano Lopez,Lucas Pouille,1
6303,John Isner,Jan Lennard Struff,1
6304,Gilles Simon,Guillermo Garcia Lopez,1
6305,Karen Khachanov,Nikoloz Basilashvili,1
6306,Ivo Karlovic,Damir Dzumhur,1
6307,David Ferrer,Joao Sousa,1
6308,Viktor Troicki,Dominic Thiem,1
6309,John Isner,Feliciano Lopez,1
6310,Andy Murray,Gilles Simon,1
6311,Ivo Karlovic,Karen Khachanov,1
6312,David Ferrer,Viktor Troicki,1
6313,Andy Murray,John Isner,1
6314,Andy Murray,David Ferrer,1
6315,Fernando Verdasco,Robin Haase,1
6316,Feliciano Lopez,Pierre Hugues Herbert,1
6317,Gilles Simon,Julien Benneteau,1
6318,Joao Sousa,Andreas Seppi,1
6319,Pablo Carreno Busta,Fabio Fognini,1
6320,Paolo Lorenzi,Benoit Paire,1
6321,Viktor Troicki,Adrian Mannarino,1
6322,Jack Sock,Philipp Kohlschreiber,1
6323,Steve Johnson,Guido Pella,1
6324,John Isner,Mischa Zverev,1
6325,Ivo Karlovic,Dusan Lajovic,1
6326,Andy Murray,Fernando Verdasco,1
6327,Lucas Pouille,Feliciano Lopez,1
6328,Gilles Simon,Roberto Bautista Agut,1
6329,Tomas Berdych,Joao Sousa,1
6330,Milos Raonic,Pablo Carreno Busta,1
6331,Pablo Cuevas,Paolo Lorenzi,1
6332,Kei Nishikori,Viktor Troicki,1
6333,Jack Sock,Dominic Thiem,1
6334,Richard Gasquet,Steve Johnson,1
6335,John Isner,David Ferrer,1
6336,Jan Lennard Struff,Stan Wawrinka,1
6337,Marin Cilic,Ivo Karlovic,1
6338,Novak Djokovic,Gilles Muller,1
6339,Andy Murray,Lucas Pouille,1
6340,Tomas Berdych,Gilles Simon,1
6341,Milos Raonic,Pablo Cuevas,1
6342,Jack Sock,Richard Gasquet,1
6343,John Isner,Jan Lennard Struff,1
6344,Marin Cilic,David Goffin,1
6345,Novak Djokovic,Grigor Dimitrov,1
6346,Andy Murray,Tomas Berdych,1
6347,John Isner,Jack Sock,1
6348,Marin Cilic,Novak Djokovic,1
6349,Andy Murray,Milos Raonic,1
6350,John Isner,Marin Cilic,1
6351,Andy Murray,John Isner,1
6352,Milos Raonic,Gael Monfils,1
6353,Dominic Thiem,Gael Monfils,1
6354,Milos Raonic,Dominic Thiem,1
6355,Novak Djokovic,Dominic Thiem,1
6356,Novak Djokovic,David Goffin,1
6357,Novak Djokovic,Milos Raonic,1
6358,Marin Cilic,Kei Nishikori,1
6359,Stan Wawrinka,Marin Cilic,1
6360,Kei Nishikori,Stan Wawrinka,1
6361,Andy Murray,Marin Cilic,1
6362,Andy Murray,Kei Nishikori,1
6363,Andy Murray,Stan Wawrinka,1
6364,Novak Djokovic,Kei Nishikori,1
6365,Andy Murray,Milos Raonic,1
6366,Andy Murray,Novak Djokovic,1
6367,Marin Cilic,Federico Delbonis,1
6368,Federico Delbonis,Ivo Karlovic,1
6369,Lucas Pouille,Gilles Simon,1
6370,Jared Donaldson,Gilles Muller,1
6371,Grigor Dimitrov,Steve Johnson,1
6372,Rafael Nadal,Alexandr Dolgopolov,1
6373,Stan Wawrinka,Viktor Troicki,1
6374,Kyle Edmund,Lucas Pouille,1
6375,Kei Nishikori,Jared Donaldson,1
6376,Jordan Thompson,David Ferrer,1
6377,Rafael Nadal,Mischa Zverev,1
6378,Stan Wawrinka,Kyle Edmund,1
6379,Kei Nishikori,Jordan Thompson,1
6380,Grigor Dimitrov,Dominic Thiem,1
6381,Milos Raonic,Rafael Nadal,1
6382,Kei Nishikori,Stan Wawrinka,1
6383,Grigor Dimitrov,Milos Raonic,1
6384,Grigor Dimitrov,Kei Nishikori,1
6385,Aljaz Bedene,Guillermo Garcia Lopez,1
6386,Hyeon Chung,Borna Coric,1
6387,Dudi Sela,Damir Dzumhur,1
6388,Yen Hsun Lu,Radu Albot,1
6389,Dudi Sela,Hyeon Chung,1
6390,Albert Ramos,Steve Darcis,1
6391,Daniil Medvedev,Yen Hsun Lu,1
6392,Roberto Bautista Agut,Mikhail Youzhny,1
6393,Benoit Paire,Aljaz Bedene,1
6394,Dudi Sela,Albert Ramos,1
6395,Roberto Bautista Agut,Benoit Paire,1
6396,Daniil Medvedev,Dudi Sela,1
6397,Roberto Bautista Agut,Daniil Medvedev,1
6398,Novak Djokovic,Jan Lennard Struff,1
6399,Horacio Zeballos,Florian Mayer,1
6400,David Goffin,Robin Haase,1
6401,Philipp Kohlschreiber,Malek Jaziri,1
6402,Andy Murray,Jeremy Chardy,1
6403,Novak Djokovic,Horacio Zeballos,1
6404,Fernando Verdasco,David Goffin,1
6405,Ivo Karlovic,Karen Khachanov,1
6406,Tomas Berdych,Jiri Vesely,1
6407,Andy Murray,Gerald Melzer,1
6408,Fernando Verdasco,Ivo Karlovic,1
6409,Novak Djokovic,Fernando Verdasco,1
6410,Andy Murray,Tomas Berdych,1
6411,Novak Djokovic,Andy Murray,1
6412,Yen Hsun Lu,Karen Khachanov,1
6413,Ryan Harrison,Guillermo Garcia Lopez,1
6414,Joao Sousa,Albert Ramos,1
6415,Jiri Vesely,Horacio Zeballos,1
6416,John Isner,Malek Jaziri,1
6417,Steve Johnson,Yen Hsun Lu,1
6418,Jack Sock,Ryan Harrison,1
6419,Jeremy Chardy,Feliciano Lopez,1
6420,Robin Haase,David Ferrer,1
6421,Steve Johnson,John Isner,1
6422,Jack Sock,Jeremy Chardy,1
6423,Joao Sousa,Robin Haase,1
6424,Jack Sock,Steve Johnson,1
6425,Jack Sock,Joao Sousa,1
6426,Gilles Muller,Viktor Troicki,1
6427,Gilles Muller,Alexandr Dolgopolov,1
6428,Paolo Lorenzi,Florian Mayer,1
6429,Jordan Thompson,Nikoloz Basilashvili,1
6430,Philipp Kohlschreiber,Fabio Fognini,1
6431,Viktor Troicki,Paolo Lorenzi,1
6432,Philipp Kohlschreiber,Jordan Thompson,1
6433,Pablo Carreno Busta,Mischa Zverev,1
6434,Gilles Muller,Pablo Cuevas,1
6435,Viktor Troicki,Philipp Kohlschreiber,1
6436,Andrey Rublev,Yen Hsun Lu,1
6437,Mischa Zverev,Guillermo Garcia Lopez,1
6438,Lukas Lacko,Albert Ramos,1
6439,Steve Johnson,Federico Delbonis,1
6440,Viktor Troicki,Damir Dzumhur,1
6441,Karen Khachanov,Adrian Mannarino,1
6442,Jack Sock,Pierre Hugues Herbert,1
6443,Victor Estrella,Aljaz Bedene,1
6444,Gael Monfils,Jiri Vesely,1
6445,Alexandr Dolgopolov,Borna Coric,1
6446,Donald Young,Thomas Fabbiano,1
6447,Philipp Kohlschreiber,Nikoloz Basilashvili,1
6448,Alexander Zverev,Robin Haase,1
6449,Frances Tiafoe,Mikhail Kukushkin,1
6450,Rafael Nadal,Florian Mayer,1
6451,Roberto Bautista Agut,Guido Pella,1
6452,Dominic Thiem,Jan Lennard Struff,1
6453,Jordan Thompson,Joao Sousa,1
6454,Fabio Fognini,Feliciano Lopez,1
6455,Ivo Karlovic,Horacio Zeballos,1
6456,Novak Djokovic,Fernando Verdasco,1
6457,Andy Murray,Andrey Rublev,1
6458,Mischa Zverev,John Isner,1
6459,Tomas Berdych,Ryan Harrison,1
6460,Lukas Lacko,Dudi Sela,1
6461,Kei Nishikori,Jeremy Chardy,1
6462,Stan Wawrinka,Steve Johnson,1
6463,Viktor Troicki,Paolo Lorenzi,1
6464,Andreas Seppi,Nick Kyrgios,1
6465,Jack Sock,Karen Khachanov,1
6466,Gael Monfils,Alexandr Dolgopolov,1
6467,Philipp Kohlschreiber,Donald Young,1
6468,Alexander Zverev,Frances Tiafoe,1
6469,Milos Raonic,Gilles Muller,1
6470,Dominic Thiem,Jordan Thompson,1
6471,Benoit Paire,Fabio Fognini,1
6472,Grigor Dimitrov,Hyeon Chung,1
6473,Pablo Carreno Busta,Kyle Edmund,1
6474,Denis Istomin,Novak Djokovic,1
6475,Andy Murray,Sam Querrey,1
6476,Mischa Zverev,Malek Jaziri,1
6477,Roger Federer,Tomas Berdych,1
6478,Kei Nishikori,Lukas Lacko,1
6479,Stan Wawrinka,Viktor Troicki,1
6480,Andreas Seppi,Steve Darcis,1
6481,Gael Monfils,Philipp Kohlschreiber,1
6482,Rafael Nadal,Alexander Zverev,1
6483,Roberto Bautista Agut,David Ferrer,1
6484,Milos Raonic,Gilles Simon,1
6485,Dominic Thiem,Benoit Paire,1
6486,David Goffin,Ivo Karlovic,1
6487,Grigor Dimitrov,Richard Gasquet,1
6488,Denis Istomin,Pablo Carreno Busta,1
6489,Mischa Zverev,Andy Murray,1
6490,Roger Federer,Kei Nishikori,1
6491,Stan Wawrinka,Andreas Seppi,1
6492,Rafael Nadal,Gael Monfils,1
6493,Milos Raonic,Roberto Bautista Agut,1
6494,David Goffin,Dominic Thiem,1
6495,Grigor Dimitrov,Denis Istomin,1
6496,Roger Federer,Mischa Zverev,1
6497,Rafael Nadal,Milos Raonic,1
6498,Grigor Dimitrov,David Goffin,1
6499,Roger Federer,Stan Wawrinka,1
6500,Rafael Nadal,Grigor Dimitrov,1
6501,Roger Federer,Rafael Nadal,1
6502,Paolo Lorenzi,Guido Pella,1
6503,Fabio Fognini,Guido Pella,1
6504,Steve Darcis,Philipp Kohlschreiber,1
6505,Steve Darcis,Alexander Zverev,1
6506,Kyle Edmund,Denis Shapovalov,1
6507,Jordan Thompson,Jiri Vesely,1
6508,Richard Gasquet,Taro Daniel,1
6509,Viktor Troicki,Karen Khachanov,1
6510,Novak Djokovic,Daniil Medvedev,1
6511,Aljaz Bedene,Borna Coric,1
6512,Feliciano Lopez,Julien Benneteau,1
6513,Benoit Paire,Karen Khachanov,1
6514,Daniil Medvedev,Fernando Verdasco,1
6515,Alexander Zverev,Aljaz Bedene,1
6516,Richard Gasquet,Malek Jaziri,1
6517,Benoit Paire,Feliciano Lopez,1
6518,Alexander Zverev,Jeremy Chardy,1
6519,Richard Gasquet,Benoit Paire,1
6520,Alexander Zverev,Richard Gasquet,1
6521,Gerald Melzer,Horacio Zeballos,1
6522,Paolo Lorenzi,Matthew Ebden,1
6523,Victor Estrella,Ivo Karlovic,1
6524,Paolo Lorenzi,Albert Ramos,1
6525,Victor Estrella,Paolo Lorenzi,1
6526,Andreas Seppi,Damir Dzumhur,1
6527,Steve Darcis,Maximilian Marterer,1
6528,Nikoloz Basilashvili,Adrian Mannarino,1
6529,David Goffin,Radu Albot,1
6530,Steve Darcis,Andreas Seppi,1
6531,Roberto Bautista Agut,Cedrik Marcel Stebe,1
6532,Gilles Muller,Mikhail Youzhny,1
6533,Viktor Troicki,Robin Haase,1
6534,Nikoloz Basilashvili,Dominic Thiem,1
6535,David Goffin,Steve Darcis,1
6536,Roberto Bautista Agut,Gilles Muller,1
6537,Grigor Dimitrov,Viktor Troicki,1
6538,David Goffin,Roberto Bautista Agut,1
6539,Grigor Dimitrov,Nikoloz Basilashvili,1
6540,Grigor Dimitrov,David Goffin,1
6541,Gerald Melzer,Paolo Lorenzi,1
6542,Albert Ramos,Guido Pella,1
6543,Joao Sousa,Horacio Zeballos,1
6544,Alexandr Dolgopolov,Pablo Cuevas,1
6545,Albert Ramos,Leonardo Mayer,1
6546,Joao Sousa,Federico Delbonis,1
6547,Alexandr Dolgopolov,Gerald Melzer,1
6548,Pablo Carreno Busta,Albert Ramos,1
6549,Kei Nishikori,Joao Sousa,1
6550,Alexandr Dolgopolov,Pablo Carreno Busta,1
6551,Alexandr Dolgopolov,Kei Nishikori,1
6552,Donald Young,Adrian Mannarino,1
6553,Damir Dzumhur,Kevin Anderson,1
6554,Steve Darcis,Radu Albot,1
6555,Nikoloz Basilashvili,Jordan Thompson,1
6556,Ryan Harrison,Sam Querrey,1
6557,Damir Dzumhur,Steve Darcis,1
6558,Nikoloz Basilashvili,Ivo Karlovic,1
6559,Donald Young,John Isner,1
6560,Ryan Harrison,Damir Dzumhur,1
6561,Mikhail Kukushkin,Steve Johnson,1
6562,Nikoloz Basilashvili,Matthew Ebden,1
6563,Ryan Harrison,Donald Young,1
6564,Nikoloz Basilashvili,Mikhail Kukushkin,1
6565,Ryan Harrison,Nikoloz Basilashvili,1
6566,Dominic Thiem,Alexander Zverev,1
6567,Pierre Hugues Herbert,Feliciano Lopez,1
6568,Robin Haase,Florian Mayer,1
6569,Denis Istomin,Aljaz Bedene,1
6570,Grigor Dimitrov,Mischa Zverev,1
6571,Philipp Kohlschreiber,Lucas Pouille,1
6572,Richard Gasquet,Viktor Troicki,1
6573,Tomas Berdych,Marius Copil,1
6574,Borna Coric,Karen Khachanov,1
6575,Marin Cilic,Benoit Paire,1
6576,Dominic Thiem,Gilles Simon,1
6577,Pierre Hugues Herbert,Evgeny Donskoy,1
6578,David Goffin,Robin Haase,1
6579,Grigor Dimitrov,Denis Istomin,1
6580,Tomas Berdych,Richard Gasquet,1
6581,Marin Cilic,Borna Coric,1
6582,Pierre Hugues Herbert,Dominic Thiem,1
6583,David Goffin,Grigor Dimitrov,1
6584,David Goffin,Pierre Hugues Herbert,1
6585,Donald Young,Ivo Karlovic,1
6586,Jack Sock,Radu Albot,1
6587,Jared Donaldson,Mikhail Kukushkin,1
6588,Sam Querrey,Dudi Sela,1
6589,Kyle Edmund,Adrian Mannarino,1
6590,Steve Darcis,Nikoloz Basilashvili,1
6591,Jack Sock,Guillermo Garcia Lopez,1
6592,Sam Querrey,Jared Donaldson,1
6593,Kyle Edmund,Yen Hsun Lu,1
6594,Milos Raonic,Borna Coric,1
6595,Donald Young,Steve Darcis,1
6596,Jack Sock,Steve Johnson,1
6597,Milos Raonic,Kyle Edmund,1
6598,Jack Sock,Donald Young,1
6599,Jack Sock,Milos Raonic,1
6600,Julien Benneteau,Denis Shapovalov,1
6601,Gilles Simon,Karen Khachanov,1
6602,Daniil Medvedev,Benoit Paire,1
6603,Jan Lennard Struff,Jeremy Chardy,1
6604,Richard Gasquet,Robin Haase,1
6605,Mikhail Youzhny,Stefanos Tsitsipas,1
6606,Gilles Simon,Julien Benneteau,1
6607,Nick Kyrgios,Malek Jaziri,1
6608,Daniil Medvedev,Jan Lennard Struff,1
6609,Lucas Pouille,Aljaz Bedene,1
6610,Richard Gasquet,Mikhail Youzhny,1
6611,Lucas Pouille,Daniil Medvedev,1
6612,Richard Gasquet,Gael Monfils,1
6613,Lucas Pouille,Richard Gasquet,1
6614,Federico Delbonis,Paolo Lorenzi,1
6615,Alexandr Dolgopolov,David Ferrer,1
6616,Victor Estrella,Guido Pella,1
6617,Dominic Thiem,Dusan Lajovic,1
6618,Albert Ramos,Fabio Fognini,1
6619,Alexandr Dolgopolov,Horacio Zeballos,1
6620,Pablo Carreno Busta,Victor Estrella,1
6621,Albert Ramos,Nicolas Kicker,1
6622,Pablo Carreno Busta,Alexandr Dolgopolov,1
6623,Dominic Thiem,Albert Ramos,1
6624,Dominic Thiem,Pablo Carreno Busta,1
6625,Rafael Nadal,Mischa Zverev,1
6626,Paolo Lorenzi,Yen Hsun Lu,1
6627,Jordan Thompson,Feliciano Lopez,1
6628,Marin Cilic,Alexandr Dolgopolov,1
6629,Steve Johnson,John Isner,1
6630,Sam Querrey,Kyle Edmund,1
6631,Dominic Thiem,Gilles Simon,1
6632,Nick Kyrgios,Dudi Sela,1
6633,Rafael Nadal,Paolo Lorenzi,1
6634,Marin Cilic,Borna Coric,1
6635,Sam Querrey,David Goffin,1
6636,Dominic Thiem,Adrian Mannarino,1
6637,Nick Kyrgios,Donald Young,1
6638,Marin Cilic,Steve Johnson,1
6639,Sam Querrey,Dominic Thiem,1
6640,Nick Kyrgios,Novak Djokovic,1
6641,Rafael Nadal,Marin Cilic,1
6642,Sam Querrey,Nick Kyrgios,1
6643,Sam Querrey,Rafael Nadal,1
6644,Damir Dzumhur,Stan Wawrinka,1
6645,Robin Haase,Denis Istomin,1
6646,Fernando Verdasco,Andreas Seppi,1
6647,Roberto Bautista Agut,Karen Khachanov,1
6648,Marius Copil,Jan Lennard Struff,1
6649,Evgeny Donskoy,Mikhail Youzhny,1
6650,Roger Federer,Benoit Paire,1
6651,Philipp Kohlschreiber,Gilles Muller,1
6652,Guillermo Garcia Lopez,Viktor Troicki,1
6653,Andy Murray,Malek Jaziri,1
6654,Robin Haase,Tomas Berdych,1
6655,Fernando Verdasco,Roberto Bautista Agut,1
6656,Lucas Pouille,Marius Copil,1
6657,Evgeny Donskoy,Roger Federer,1
6658,Philipp Kohlschreiber,Daniil Medvedev,1
6659,Andy Murray,Guillermo Garcia Lopez,1
6660,Robin Haase,Damir Dzumhur,1
6661,Fernando Verdasco,Gael Monfils,1
6662,Lucas Pouille,Evgeny Donskoy,1
6663,Andy Murray,Philipp Kohlschreiber,1
6664,Fernando Verdasco,Robin Haase,1
6665,Andy Murray,Lucas Pouille,1
6666,Andy Murray,Fernando Verdasco,1
6667,Pablo Cuevas,Albert Ramos,1
6668,Gerald Melzer,Victor Estrella,1
6669,Albert Ramos,Guido Pella,1
6670,Joao Sousa,Federico Delbonis,1
6671,Pablo Carreno Busta,Fabio Fognini,1
6672,Albert Ramos,Joao Sousa,1
6673,Pablo Cuevas,Pablo Carreno Busta,1
6674,Horacio Zeballos,Marius Copil,1
6675,Guido Pella,Guillermo Garcia Lopez,1
6676,Mikhail Youzhny,Daniil Medvedev,1
6677,Jeremy Chardy,Radu Albot,1
6678,Mikhail Kukushkin,Jordan Thompson,1
6679,Alexandr Dolgopolov,Viktor Troicki,1
6680,Paolo Lorenzi,Robin Haase,1
6681,Damir Dzumhur,Ryan Harrison,1
6682,Dusan Lajovic,Frances Tiafoe,1
6683,Novak Djokovic,Kyle Edmund,1
6684,Nick Kyrgios,Horacio Zeballos,1
6685,Steve Johnson,Kevin Anderson,1
6686,Fernando Verdasco,Pierre Hugues Herbert,1
6687,Rafael Nadal,Guido Pella,1
6688,Gilles Muller,Jiri Vesely,1
6689,Donald Young,Sam Querrey,1
6690,Lucas Pouille,Jan Lennard Struff,1
6691,Grigor Dimitrov,Mikhail Youzhny,1
6692,Dominic Thiem,Jeremy Chardy,1
6693,Mischa Zverev,Joao Sousa,1
6694,John Isner,Mikhail Kukushkin,1
6695,Philipp Kohlschreiber,Alexandr Dolgopolov,1
6696,Stan Wawrinka,Paolo Lorenzi,1
6697,Albert Ramos,Damir Dzumhur,1
6698,David Goffin,Karen Khachanov,1
6699,Roberto Bautista Agut,Adrian Mannarino,1
6700,Pablo Carreno Busta,Peter Gojowczyk,1
6701,Dusan Lajovic,Feliciano Lopez,1
6702,Nick Kyrgios,Alexander Zverev,1
6703,Roger Federer,Steve Johnson,1
6704,Rafael Nadal,Fernando Verdasco,1
6705,Kei Nishikori,Gilles Muller,1
6706,Donald Young,Lucas Pouille,1
6707,Jack Sock,Grigor Dimitrov,1
6708,Dominic Thiem,Mischa Zverev,1
6709,Gael Monfils,John Isner,1
6710,Stan Wawrinka,Philipp Kohlschreiber,1
6711,Pablo Cuevas,Fabio Fognini,1
6712,David Goffin,Albert Ramos,1
6713,Pablo Carreno Busta,Roberto Bautista Agut,1
6714,Nick Kyrgios,Novak Djokovic,1
6715,Roger Federer,Rafael Nadal,1
6716,Kei Nishikori,Donald Young,1
6717,Jack Sock,Malek Jaziri,1
6718,Dominic Thiem,Gael Monfils,1
6719,Pablo Cuevas,David Goffin,1
6720,Pablo Carreno Busta,Dusan Lajovic,1
6721,Roger Federer,Nick Kyrgios,1
6722,Jack Sock,Kei Nishikori,1
6723,Stan Wawrinka,Dominic Thiem,1
6724,Pablo Carreno Busta,Pablo Cuevas,1
