,Player1,Player2,Outcome
1359,Novak Djokovic,Gilles Simon,1
1360,Novak Djokovic,John Isner,1
1361,Novak Djokovic,David Ferrer,1
1362,Viktor Troicki,Kei Nishikori,1
1363,Rafael Nadal,Milos Raonic,1
1364,Guillermo Garcia Lopez,Feliciano Lopez,1
1365,Gael Monfils,Andreas Seppi,1
1366,Viktor Troicki,Guillermo Garcia Lopez,1
1367,Rafael Nadal,Viktor Troicki,1
1368,Rafael Nadal,Gael Monfils,1
1369,Stan Wawrinka,Gilles Simon,1
1370,Florian Mayer,Kevin Anderson,1
1371,Andreas Seppi,Marin Cilic,1
1372,Rafael Nadal,Stan Wawrinka,1
1373,Jeremy Chardy,Alexandr Dolgopolov,1
1374,Florian Mayer,Mikhail Youzhny,1
1375,Andreas Seppi,Yen Hsun Lu,1
1376,Roger Federer,John Isner,1
1377,Richard Gasquet,Gael Monfils,1
1378,Andy Murray,Jeremy Chardy,1
1379,Roger Federer,Andreas Seppi,1
1380,Guillermo Garcia Lopez,Tomas Berdych,1
1381,Novak Djokovic,Richard Gasquet,1
1382,Novak Djokovic,Guillermo Garcia Lopez,1
1383,Roger Federer,Novak Djokovic,1
1384,Andy Murray,Roger Federer,1
1385,Mikhail Kukushkin,Jeremy Chardy,1
1386,Viktor Troicki,Horacio Zeballos,1
1387,Viktor Troicki,Pablo Cuevas,1
1388,Stan Wawrinka,Andreas Seppi,1
1389,Florian Mayer,Feliciano Lopez,1
1390,Stan Wawrinka,Robin Haase,1
1391,Roger Federer,Stan Wawrinka,1
1392,Roger Federer,Florian Mayer,1
1393,Mischa Zverev,Robin Haase,1
1394,John Isner,Benoit Paire,1
1395,Adrian Mannarino,Lukas Lacko,1
1396,John Isner,Adrian Mannarino,1
1397,Gael Monfils,Steve Darcis,1
1398,Gael Monfils,John Isner,1
1399,Alexandr Dolgopolov,Fabio Fognini,1
1400,Mikhail Kukushkin,Jeremy Chardy,1
1401,Mikhail Youzhny,Evgeny Donskoy,1
1402,Mikhail Kukushkin,Mikhail Youzhny,1
1403,Andy Murray,Feliciano Lopez,1
1404,Pablo Cuevas,Albert Ramos,1
1405,David Ferrer,Guillermo Garcia Lopez,1
1406,Stan Wawrinka,Andreas Seppi,1
1407,Gilles Simon,Fernando Verdasco,1
1408,Gael Monfils,Stan Wawrinka,1
1409,Roger Federer,Alexandr Dolgopolov,1
1410,Richard Gasquet,Yen Hsun Lu,1
1411,Robin Haase,John Isner,1
1412,Viktor Troicki,Richard Gasquet,1
1413,Novak Djokovic,Robin Haase,1
1414,Novak Djokovic,Viktor Troicki,1
1415,Roger Federer,Novak Djokovic,1
1416,Roger Federer,Richard Gasquet,1
1417,David Ferrer,Fabio Fognini,1
1418,Andy Murray,Marin Cilic,1
1419,Gael Monfils,Fernando Verdasco,1
1420,Gael Monfils,Andy Murray,1
1421,Gael Monfils,Roger Federer,1
1422,Roger Federer,David Ferrer,1
1423,Roger Federer,Andy Murray,1
1424,Roger Federer,Novak Djokovic,1
1425,Roger Federer,Rafael Nadal,1
1426,Andy Murray,David Ferrer,1
1427,Rafael Nadal,Andy Murray,1
1428,Rafael Nadal,Novak Djokovic,1
1429,Rafael Nadal,Tomas Berdych,1
1430,Novak Djokovic,Tomas Berdych,1
1431,Novak Djokovic,Gilles Simon,1
1432,Novak Djokovic,Gael Monfils,1
1433,Matthew Ebden,Denis Istomin,1
1434,Kevin Anderson,Feliciano Lopez,1
1435,Blaz Kavcic,Jeremy Chardy,1
1436,Kei Nishikori,Marin Cilic,1
1437,Stan Wawrinka,David Goffin,1
1438,Robin Haase,Yuichi Sugita,1
1439,Tomas Berdych,Blaz Kavcic,1
1440,Stan Wawrinka,Robin Haase,1
1441,Stan Wawrinka,Tomas Berdych,1
1442,Philipp Kohlschreiber,Andreas Seppi,1
1443,Guillermo Garcia Lopez,Mikhail Kukushkin,1
1444,Rafael Nadal,Lukas Lacko,1
1445,Ivo Karlovic,Philipp Kohlschreiber,1
1446,Roger Federer,Viktor Troicki,1
1447,Robin Haase,Pablo Cuevas,1
1448,John Isner,Robin Haase,1
1449,David Ferrer,Philipp Kohlschreiber,1
1450,Gilles Simon,Yen Hsun Lu,1
1451,Richard Gasquet,Matthew Ebden,1
1452,Andreas Seppi,Denis Istomin,1
1453,Alexandr Dolgopolov,Sam Querrey,1
1454,Richard Gasquet,Andreas Seppi,1
1455,Gilles Simon,Alexandr Dolgopolov,1
1456,Viktor Troicki,Richard Gasquet,1
1457,Viktor Troicki,Florian Mayer,1
1458,Gilles Simon,Viktor Troicki,1
1459,Marin Cilic,Donald Young,1
1460,Blaz Kavcic,Kevin Anderson,1
1461,Alexandr Dolgopolov,Mikhail Kukushkin,1
1462,Adrian Mannarino,Ryan Harrison,1
1463,Kei Nishikori,Fabio Fognini,1
1464,Gilles Simon,Yen Hsun Lu,1
1465,Roger Federer,Lukas Lacko,1
1466,Mikhail Youzhny,Blaz Kavcic,1
1467,Tomas Berdych,Philipp Kohlschreiber,1
1468,Richard Gasquet,Adrian Mannarino,1
1469,Kei Nishikori,Florian Mayer,1
1470,Stan Wawrinka,Grigor Dimitrov,1
1471,Roger Federer,Gilles Simon,1
1472,Marin Cilic,John Isner,1
1473,Milos Raonic,Mikhail Youzhny,1
1474,Andy Murray,Guillermo Garcia Lopez,1
1475,Tomas Berdych,Richard Gasquet,1
1476,Fernando Verdasco,Kei Nishikori,1
1477,Novak Djokovic,Viktor Troicki,1
1478,Stan Wawrinka,Gael Monfils,1
1479,Rafael Nadal,Marin Cilic,1
1480,David Ferrer,Milos Raonic,1
1481,Tomas Berdych,Fernando Verdasco,1
1482,David Ferrer,Rafael Nadal,1
1483,Andy Murray,Alexandr Dolgopolov,1
1484,Novak Djokovic,Tomas Berdych,1
1485,Roger Federer,Stan Wawrinka,1
1486,Andy Murray,David Ferrer,1
1487,Novak Djokovic,Roger Federer,1
1488,Novak Djokovic,Andy Murray,1
1489,Milos Raonic,Yen Hsun Lu,1
1490,Kevin Anderson,Dudi Sela,1
1491,Kevin Anderson,Adrian Mannarino,1
1492,Albert Ramos,Leonardo Mayer,1
1493,Fabio Fognini,Albert Ramos,1
1494,Blaz Kavcic,Mischa Zverev,1
1495,Guillermo Garcia Lopez,Lukas Lacko,1
1496,Florian Mayer,Marin Cilic,1
1497,Philipp Kohlschreiber,Yen Hsun Lu,1
1498,Marin Cilic,Mischa Zverev,1
1499,Tomas Berdych,Guillermo Garcia Lopez,1
1500,Benoit Paire,Gilles Simon,1
1501,Feliciano Lopez,Florian Mayer,1
1502,Viktor Troicki,Marin Cilic,1
1503,Lukas Lacko,Sam Querrey,1
1504,Fernando Verdasco,Ivo Karlovic,1
1505,Fernando Verdasco,Denis Istomin,1
1506,Milos Raonic,Gael Monfils,1
1507,Milos Raonic,Fernando Verdasco,1
1508,Leonardo Mayer,Federico Delbonis,1
1509,Andreas Seppi,Robin Haase,1
1510,Mikhail Youzhny,Gilles Simon,1
1511,Marin Cilic,Tomas Berdych,1
1512,Marin Cilic,Mikhail Youzhny,1
1513,Sam Querrey,Denis Istomin,1
1514,Lukas Lacko,Dudi Sela,1
1515,Milos Raonic,Fernando Verdasco,1
1516,Stan Wawrinka,Fabio Fognini,1
1517,Alexandr Dolgopolov,Stan Wawrinka,1
1518,David Ferrer,Alexandr Dolgopolov,1
1519,Kevin Anderson,Donald Young,1
1520,Adrian Mannarino,Leonardo Mayer,1
1521,Gilles Simon,Mikhail Youzhny,1
1522,Richard Gasquet,Grigor Dimitrov,1
1523,Philipp Kohlschreiber,Viktor Troicki,1
1524,Tomas Berdych,Jeremy Chardy,1
1525,Feliciano Lopez,Yen Hsun Lu,1
1526,Novak Djokovic,Feliciano Lopez,1
1527,Richard Gasquet,Gilles Simon,1
1528,Novak Djokovic,Florian Mayer,1
1529,Roger Federer,Richard Gasquet,1
1530,Novak Djokovic,Tomas Berdych,1
1531,Novak Djokovic,Roger Federer,1
1532,Steve Darcis,Feliciano Lopez,1
1533,Marin Cilic,Florian Mayer,1
1534,Marin Cilic,Philipp Kohlschreiber,1
1535,Tomas Berdych,Mikhail Kukushkin,1
1536,Mischa Zverev,Matthew Ebden,1
1537,Julien Benneteau,Feliciano Lopez,1
1538,Ryan Harrison,Jeremy Chardy,1
1539,Ivo Karlovic,David Ferrer,1
1540,Donald Young,Andy Murray,1
1541,Richard Gasquet,Pablo Cuevas,1
1542,Ryan Harrison,Guillermo Garcia Lopez,1
1543,Ivo Karlovic,Gilles Simon,1
1544,Sam Querrey,Fernando Verdasco,1
1545,Stan Wawrinka,Marin Cilic,1
1546,Ryan Harrison,Milos Raonic,1
1547,Novak Djokovic,Viktor Troicki,1
1548,Stan Wawrinka,Tomas Berdych,1
1549,Roger Federer,Ryan Harrison,1
1550,Rafael Nadal,Ivo Karlovic,1
1551,Novak Djokovic,Richard Gasquet,1
1552,Roger Federer,Stan Wawrinka,1
1553,Novak Djokovic,Roger Federer,1
1554,Novak Djokovic,Rafael Nadal,1
1555,Kei Nishikori,Jeremy Chardy,1
1556,Andreas Seppi,Mischa Zverev,1
1557,Florian Mayer,Ivo Karlovic,1
1558,Denis Istomin,Donald Young,1
1559,Rafael Nadal,Kei Nishikori,1
1560,Alexandr Dolgopolov,Andreas Seppi,1
1561,Mikhail Youzhny,Yen Hsun Lu,1
1562,Richard Gasquet,Paolo Lorenzi,1
1563,Kevin Anderson,Guillermo Garcia Lopez,1
1564,Sam Querrey,Mikhail Kukushkin,1
1565,Novak Djokovic,Denis Istomin,1
1566,Rafael Nadal,Feliciano Lopez,1
1567,Gilles Simon,Pablo Cuevas,1
1568,Viktor Troicki,Sam Querrey,1
1569,Rafael Nadal,Alexandr Dolgopolov,1
1570,Tomas Berdych,Florian Mayer,1
1571,Kevin Anderson,John Isner,1
1572,Novak Djokovic,Viktor Troicki,1
1573,Rafael Nadal,Tomas Berdych,1
1574,Roger Federer,Gilles Simon,1
1575,Novak Djokovic,Kevin Anderson,1
1576,Rafael Nadal,Roger Federer,1
1577,Novak Djokovic,Rafael Nadal,1
1578,Fabio Fognini,Blaz Kavcic,1
1579,Horacio Zeballos,Ryan Harrison,1
1580,John Isner,Horacio Zeballos,1
1581,Pablo Cuevas,Guillermo Garcia Lopez,1
1582,Ivo Karlovic,John Isner,1
1583,Kei Nishikori,Pablo Cuevas,1
1584,Richard Gasquet,Denis Istomin,1
1585,Florian Mayer,Mikhail Youzhny,1
1586,Fabio Fognini,Kevin Anderson,1
1587,Richard Gasquet,Guillermo Garcia Lopez,1
1588,Viktor Troicki,Fabio Fognini,1
1589,David Ferrer,Feliciano Lopez,1
1590,Roger Federer,Philipp Kohlschreiber,1
1591,Rafael Nadal,Richard Gasquet,1
1592,Andy Murray,Gilles Simon,1
1593,David Ferrer,Milos Raonic,1
1594,Roger Federer,Marin Cilic,1
1595,David Ferrer,Viktor Troicki,1
1596,Rafael Nadal,Andy Murray,1
1597,Rafael Nadal,David Ferrer,1
1598,Guillermo Garcia Lopez,Denis Istomin,1
1599,Feliciano Lopez,Mikhail Kukushkin,1
1600,Benoit Paire,Pablo Carreno Busta,1
1601,Kevin Anderson,Pablo Cuevas,1
1602,Richard Gasquet,Blaz Kavcic,1
1603,Gael Monfils,Robin Haase,1
1604,Feliciano Lopez,Guillermo Garcia Lopez,1
1605,Gael Monfils,Richard Gasquet,1
1606,Feliciano Lopez,Kei Nishikori,1
1607,Rafael Nadal,Gael Monfils,1
1608,Rafael Nadal,David Ferrer,1
1609,Florian Mayer,Steve Darcis,1
1610,Marin Cilic,Horacio Zeballos,1
1611,Florian Mayer,Grigor Dimitrov,1
1612,Mischa Zverev,Dudi Sela,1
1613,Novak Djokovic,Blaz Kavcic,1
1614,Novak Djokovic,Feliciano Lopez,1
1615,Jeremy Chardy,Adrian Mannarino,1
1616,Milos Raonic,Joao Sousa,1
1617,Milos Raonic,Gilles Simon,1
1618,Fernando Verdasco,Kevin Anderson,1
1619,Fernando Verdasco,Milos Raonic,1
1620,Feliciano Lopez,Milos Raonic,1
1621,Yen Hsun Lu,Fernando Verdasco,1
1622,Gael Monfils,Ivo Karlovic,1
1623,Florian Mayer,Viktor Troicki,1
1624,Guillermo Garcia Lopez,Stan Wawrinka,1
1625,Roger Federer,Feliciano Lopez,1
1626,Andy Murray,Gilles Simon,1
1627,David Ferrer,Adrian Mannarino,1
1628,Novak Djokovic,Kevin Anderson,1
1629,Novak Djokovic,Guillermo Garcia Lopez,1
1630,Novak Djokovic,David Ferrer,1
1631,Rafael Nadal,Roger Federer,1
1632,Novak Djokovic,Rafael Nadal,1
1633,Philipp Kohlschreiber,Mikhail Youzhny,1
1634,Marin Cilic,Ivo Karlovic,1
1635,Fernando Verdasco,Milos Raonic,1
1636,Sam Querrey,Kevin Anderson,1
1637,Stan Wawrinka,Fabio Fognini,1
1638,Rafael Nadal,Paolo Lorenzi,1
1639,Feliciano Lopez,Philipp Kohlschreiber,1
1640,Rafael Nadal,Feliciano Lopez,1
1641,Richard Gasquet,Roger Federer,1
1642,Novak Djokovic,Stan Wawrinka,1
1643,Rafael Nadal,Marin Cilic,1
1644,Richard Gasquet,Tomas Berdych,1
1645,Andy Murray,Florian Mayer,1
1646,Rafael Nadal,Richard Gasquet,1
1647,Novak Djokovic,Andy Murray,1
1648,Novak Djokovic,Rafael Nadal,1
1649,Philipp Kohlschreiber,Mikhail Youzhny,1
1650,Viktor Troicki,Mikhail Youzhny,1
1651,Mikhail Kukushkin,Sam Querrey,1
1652,Florian Mayer,Viktor Troicki,1
1653,Robin Haase,Yen Hsun Lu,1
1654,David Ferrer,Andreas Seppi,1
1655,Tomas Berdych,Adrian Mannarino,1
1656,Alexandr Dolgopolov,David Ferrer,1
1657,Rafael Nadal,John Isner,1
1658,Sam Querrey,Philipp Kohlschreiber,1
1659,Jeremy Chardy,Grigor Dimitrov,1
1660,Kei Nishikori,Yen Hsun Lu,1
1661,Roger Federer,Feliciano Lopez,1
1662,Fabio Fognini,Denis Istomin,1
1663,Gilles Simon,Jeremy Chardy,1
1664,David Ferrer,Julien Benneteau,1
1665,Mikhail Youzhny,Mikhail Kukushkin,1
1666,Viktor Troicki,Alexandr Dolgopolov,1
1667,Gael Monfils,Steve Darcis,1
1668,Fabio Fognini,Guillermo Garcia Lopez,1
1669,Andy Murray,Viktor Troicki,1
1670,Gael Monfils,David Ferrer,1
1671,Roger Federer,Stan Wawrinka,1
1672,Novak Djokovic,Richard Gasquet,1
1673,Roger Federer,Gael Monfils,1
1674,Novak Djokovic,Fabio Fognini,1
1675,Rafael Nadal,Andy Murray,1
1676,Roger Federer,Novak Djokovic,1
1677,Rafael Nadal,Roger Federer,1
1678,Philipp Kohlschreiber,Cedrik Marcel Stebe,1
1679,Alexandr Dolgopolov,Robin Haase,1
1680,Viktor Troicki,Mischa Zverev,1
1681,Philipp Kohlschreiber,Alexandr Dolgopolov,1
1682,Florian Mayer,Yen Hsun Lu,1
1683,Gael Monfils,Florian Mayer,1
1684,Tomas Berdych,Viktor Troicki,1
1685,Philipp Kohlschreiber,Gael Monfils,1
1686,Sam Querrey,Kei Nishikori,1
1687,Kevin Anderson,Ivo Karlovic,1
1688,Rafael Nadal,Matthew Ebden,1
1689,Adrian Mannarino,Gilles Simon,1
1690,Kevin Anderson,Donald Young,1
1691,Andy Murray,Marin Cilic,1
1692,Mikhail Kukushkin,Yen Hsun Lu,1
1693,Grigor Dimitrov,Kevin Anderson,1
1694,Andreas Seppi,Donald Young,1
1695,Robin Haase,Mischa Zverev,1
1696,Denis Istomin,Philipp Kohlschreiber,1
1697,David Ferrer,Benoit Paire,1
1698,Grigor Dimitrov,Cedrik Marcel Stebe,1
1699,Roger Federer,Mikhail Kukushkin,1
1700,Novak Djokovic,Jeremy Chardy,1
1701,Gilles Muller,Milos Raonic,1
1702,Gilles Simon,Dudi Sela,1
1703,Robin Haase,Fernando Verdasco,1
1704,Tomas Berdych,Julien Benneteau,1
1705,David Ferrer,Ryan Harrison,1
1706,Roger Federer,Adrian Mannarino,1
1707,Yen Hsun Lu,Viktor Troicki,1
1708,Novak Djokovic,Kevin Anderson,1
1709,Rafael Nadal,Gilles Muller,1
1710,Andy Murray,Richard Gasquet,1
1711,Roger Federer,Mikhail Youzhny,1
1712,Andy Murray,Feliciano Lopez,1
1713,Rafael Nadal,Andy Murray,1
1714,Novak Djokovic,Rafael Nadal,1
1715,Fabio Fognini,Aljaz Bedene,1
1716,Kei Nishikori,Denis Istomin,1
1717,Kevin Anderson,Robin Haase,1
1718,Andy Murray,Gilles Muller,1
1719,Richard Gasquet,Florian Mayer,1
1720,Gael Monfils,Philipp Kohlschreiber,1
1721,Blaz Kavcic,Julien Benneteau,1
1722,Tomas Berdych,Blaz Kavcic,1
1723,Federico Delbonis,Florian Mayer,1
1724,Benoit Paire,Evgeny Donskoy,1
1725,Cedrik Marcel Stebe,Fabio Fognini,1
1726,Ryan Harrison,Yuichi Sugita,1
1727,John Isner,Yen Hsun Lu,1
1728,Gilles Muller,Kevin Anderson,1
1729,John Isner,Gilles Muller,1
1730,Albert Ramos,Adrian Mannarino,1
1731,Gael Monfils,Albert Ramos,1
1732,Fernando Verdasco,Cedrik Marcel Stebe,1
1733,Gilles Simon,Gael Monfils,1
1734,Mikhail Youzhny,Marin Cilic,1
1735,Gilles Simon,Mikhail Youzhny,1
1736,Mikhail Youzhny,Denis Istomin,1
1737,Fernando Verdasco,Julien Benneteau,1
1738,Gilles Muller,Steve Johnson,1
1739,Ryan Harrison,Yen Hsun Lu,1
1740,Andreas Seppi,Dusan Lajovic,1
1741,Marin Cilic,Robin Haase,1
1742,Marin Cilic,Andreas Seppi,1
1743,Alexandr Dolgopolov,Albert Ramos,1
1744,Marin Cilic,Fabio Fognini,1
1745,Alexandr Dolgopolov,Marin Cilic,1
1746,Andreas Seppi,Denis Istomin,1
1747,Robin Haase,Feliciano Lopez,1
1748,Robin Haase,Andreas Seppi,1
1749,Ryan Harrison,Mischa Zverev,1
1750,Viktor Troicki,Ryan Harrison,1
1751,Viktor Troicki,Kevin Anderson,1
1752,John Isner,Viktor Troicki,1
1753,Gael Monfils,John Isner,1
1754,Marin Cilic,Andreas Seppi,1
1755,Richard Gasquet,Florian Mayer,1
1756,Viktor Troicki,John Isner,1
1757,Kevin Anderson,Andy Murray,1
1758,Tomas Berdych,Alexandr Dolgopolov,1
1759,Novak Djokovic,Marin Cilic,1
1760,Gael Monfils,Viktor Troicki,1
1761,Stan Wawrinka,Kevin Anderson,1
1762,Tomas Berdych,Ivo Karlovic,1
1763,Novak Djokovic,Gael Monfils,1
1764,Fabio Fognini,Viktor Troicki,1
1765,Ivo Karlovic,Florian Mayer,1
1766,Richard Gasquet,Alexandr Dolgopolov,1
1767,Julien Benneteau,Guillermo Garcia Lopez,1
1768,Novak Djokovic,Ryan Harrison,1
1769,Philipp Kohlschreiber,Feliciano Lopez,1
1770,David Ferrer,Grigor Dimitrov,1
1771,Richard Gasquet,Kevin Anderson,1
1772,Rafael Nadal,Julien Benneteau,1
1773,Gael Monfils,Philipp Kohlschreiber,1
1774,Gilles Simon,David Ferrer,1
1775,Rafael Nadal,Fernando Verdasco,1
1776,Novak Djokovic,Gael Monfils,1
1777,Tomas Berdych,Roger Federer,1
1778,Andy Murray,Gilles Simon,1
1779,Novak Djokovic,Tomas Berdych,1
1780,Andy Murray,Novak Djokovic,1
1781,Kei Nishikori,Gilles Muller,1
1782,John Isner,Dudi Sela,1
1783,Grigor Dimitrov,Donald Young,1
1784,Alexandr Dolgopolov,Grigor Dimitrov,1
1785,Robin Haase,Alexandr Dolgopolov,1
1786,Julien Benneteau,Robin Haase,1
1787,John Isner,Julien Benneteau,1
1788,Fabio Fognini,Horacio Zeballos,1
1789,Gael Monfils,Grigor Dimitrov,1
1790,Marin Cilic,Ryan Harrison,1
1791,Donald Young,Lukas Lacko,1
1792,Florian Mayer,Adrian Mannarino,1
1793,Ivo Karlovic,Richard Gasquet,1
1794,Tomas Berdych,Fabio Fognini,1
1795,Roger Federer,Dudi Sela,1
1796,Gilles Simon,Guillermo Garcia Lopez,1
1797,Donald Young,Stan Wawrinka,1
1798,Andy Murray,Robin Haase,1
1799,Julien Benneteau,Denis Istomin,1
1800,Alexandr Dolgopolov,Ivo Karlovic,1
1801,Roger Federer,Marin Cilic,1
1802,Andy Murray,Feliciano Lopez,1
1803,David Ferrer,Florian Mayer,1
1804,Novak Djokovic,Alexandr Dolgopolov,1
1805,John Isner,Gilles Simon,1
1806,Andy Murray,Donald Young,1
1807,Rafael Nadal,Gilles Muller,1
1808,Andy Murray,John Isner,1
1809,Novak Djokovic,Roger Federer,1
1810,Rafael Nadal,Andy Murray,1
1811,Novak Djokovic,Rafael Nadal,1
1812,Rafael Nadal,Richard Gasquet,1
1813,David Ferrer,Gilles Simon,1
1814,Fernando Verdasco,Richard Gasquet,1
1815,Florian Mayer,Albert Ramos,1
1816,Gilles Muller,Benoit Paire,1
1817,Gilles Muller,Richard Gasquet,1
1818,Gilles Simon,Yen Hsun Lu,1
1819,Donald Young,Guillermo Garcia Lopez,1
1820,Andy Murray,Grigor Dimitrov,1
1821,Andy Murray,Gilles Simon,1
1822,Donald Young,Gael Monfils,1
1823,Andy Murray,Donald Young,1
1824,Albert Ramos,Mikhail Kukushkin,1
1825,David Goffin,Matthew Ebden,1
1826,Viktor Troicki,Denis Istomin,1
1827,Florian Mayer,Albert Ramos,1
1828,Tomas Berdych,Philipp Kohlschreiber,1
1829,Mikhail Youzhny,Feliciano Lopez,1
1830,Marin Cilic,Fabio Fognini,1
1831,Tomas Berdych,Fernando Verdasco,1
1832,Marin Cilic,Kevin Anderson,1
1833,Tomas Berdych,Marin Cilic,1
1834,Milos Raonic,Yuichi Sugita,1
1835,David Ferrer,Kei Nishikori,1
1836,Rafael Nadal,Milos Raonic,1
1837,David Ferrer,Matthew Ebden,1
1838,Andy Murray,David Ferrer,1
1839,Andy Murray,Rafael Nadal,1
1840,Florian Mayer,Fabio Fognini,1
1841,Albert Ramos,Marin Cilic,1
1842,Kei Nishikori,Robin Haase,1
1843,Ryan Harrison,Viktor Troicki,1
1844,Rafael Nadal,Guillermo Garcia Lopez,1
1845,David Ferrer,Milos Raonic,1
1846,Alexandr Dolgopolov,Albert Ramos,1
1847,Matthew Ebden,Ryan Harrison,1
1848,Stan Wawrinka,Donald Young,1
1849,Florian Mayer,Rafael Nadal,1
1850,Feliciano Lopez,Tomas Berdych,1
1851,Matthew Ebden,Gilles Simon,1
1852,Andy Murray,Stan Wawrinka,1
1853,Feliciano Lopez,Florian Mayer,1
1854,Kei Nishikori,Alexandr Dolgopolov,1
1855,Andy Murray,Matthew Ebden,1
1856,David Ferrer,Feliciano Lopez,1
1857,Andy Murray,Kei Nishikori,1
1858,Andy Murray,David Ferrer,1
1859,Julien Benneteau,Evgeny Donskoy,1
1860,Philipp Kohlschreiber,Gilles Muller,1
1861,Jeremy Chardy,Alexandr Dolgopolov,1
1862,Jeremy Chardy,Philipp Kohlschreiber,1
1863,Viktor Troicki,Jeremy Chardy,1
1864,Kevin Anderson,Guillermo Garcia Lopez,1
1865,Gael Monfils,Kevin Anderson,1
1866,Milos Raonic,Grigor Dimitrov,1
1867,Gael Monfils,Milos Raonic,1
1868,Adrian Mannarino,Gilles Simon,1
1869,Dusan Lajovic,Jeremy Chardy,1
1870,Dudi Sela,Alexandr Dolgopolov,1
1871,Mikhail Youzhny,Julien Benneteau,1
1872,Dusan Lajovic,Dudi Sela,1
1873,Mikhail Youzhny,Adrian Mannarino,1
1874,Marin Cilic,Andreas Seppi,1
1875,Marin Cilic,Mikhail Youzhny,1
1876,Aljaz Bedene,Ivo Karlovic,1
1877,Steve Darcis,Dominic Thiem,1
1878,Kei Nishikori,Tomas Berdych,1
1879,Andreas Seppi,Gilles Muller,1
1880,Mikhail Kukushkin,Donald Young,1
1881,Kei Nishikori,Andreas Seppi,1
1882,Stan Wawrinka,Robin Haase,1
1883,Kei Nishikori,Mikhail Kukushkin,1
1884,Stan Wawrinka,Florian Mayer,1
1885,Kei Nishikori,Novak Djokovic,1
1886,Roger Federer,Stan Wawrinka,1
1887,Roger Federer,Kei Nishikori,1
1888,David Ferrer,Fernando Verdasco,1
1889,Marin Cilic,Milos Raonic,1
1890,Novak Djokovic,Viktor Troicki,1
1891,David Ferrer,Alexandr Dolgopolov,1
1892,John Isner,David Ferrer,1
1893,Philipp Kohlschreiber,Mikhail Youzhny,1
1894,Alexandr Dolgopolov,Philipp Kohlschreiber,1
1895,John Isner,Stan Wawrinka,1
1896,John Isner,Feliciano Lopez,1
1897,Feliciano Lopez,Gael Monfils,1
1898,Richard Gasquet,Kevin Anderson,1
1899,Roger Federer,Richard Gasquet,1
1900,Kevin Anderson,Gilles Muller,1
1901,Roger Federer,Adrian Mannarino,1
1902,Roger Federer,Tomas Berdych,1
1903,Tomas Berdych,Fernando Verdasco,1
1904,Tomas Berdych,Andy Murray,1
1905,Fernando Verdasco,Marin Cilic,1
1906,Julien Benneteau,Milos Raonic,1
1907,Andy Murray,Jeremy Chardy,1
1908,Roger Federer,Rafael Nadal,1
1909,Roger Federer,David Ferrer,1
1910,Novak Djokovic,Tomas Berdych,1
1911,David Ferrer,Novak Djokovic,1
1912,David Ferrer,Andy Murray,1
1913,Tomas Berdych,David Ferrer,1
1914,Andy Murray,Mikhail Kukushkin,1
1915,Kei Nishikori,Cedrik Marcel Stebe,1
1916,Denis Istomin,Florian Mayer,1
1917,Andy Murray,Gilles Muller,1
1918,Alexandr Dolgopolov,Gilles Simon,1
1919,Andy Murray,Alexandr Dolgopolov,1
1920,Dudi Sela,Fabio Fognini,1
1921,Steve Darcis,Blaz Kavcic,1
1922,Dudi Sela,Benoit Paire,1
1923,Yuichi Sugita,Yen Hsun Lu,1
1924,Milos Raonic,Dudi Sela,1
1925,Rafael Nadal,Philipp Kohlschreiber,1
1926,Mikhail Youzhny,Ivo Karlovic,1
1927,Andreas Seppi,Guillermo Garcia Lopez,1
1928,Rafael Nadal,Mikhail Youzhny,1
1929,Gael Monfils,Viktor Troicki,1
1930,Roger Federer,Andreas Seppi,1
1931,Gael Monfils,Rafael Nadal,1
1932,Adrian Mannarino,Kevin Anderson,1
1933,Ryan Harrison,Sam Querrey,1
1934,Guillermo Garcia Lopez,Adrian Mannarino,1
1935,Philipp Kohlschreiber,Ryan Harrison,1
1936,Fernando Verdasco,Guillermo Garcia Lopez,1
1937,David Ferrer,Fernando Verdasco,1
1938,Julien Benneteau,Andreas Seppi,1
1939,Julien Benneteau,Feliciano Lopez,1
1940,Richard Gasquet,Fabio Fognini,1
1941,Denis Istomin,Richard Gasquet,1
1942,Novak Djokovic,Paolo Lorenzi,1
1943,Richard Gasquet,Andreas Seppi,1
1944,Andy Murray,Ryan Harrison,1
1945,Mikhail Kukushkin,Guillermo Garcia Lopez,1
1946,Tomas Berdych,Albert Ramos,1
1947,Stan Wawrinka,Benoit Paire,1
1948,Grigor Dimitrov,Jeremy Chardy,1
1949,Feliciano Lopez,Leonardo Mayer,1
1950,Donald Young,Peter Gojowczyk,1
1951,Mikhail Kukushkin,Viktor Troicki,1
1952,Julien Benneteau,Gilles Simon,1
1953,Kei Nishikori,Matthew Ebden,1
1954,Lukas Lacko,Donald Young,1
1955,Mikhail Kukushkin,Gael Monfils,1
1956,Kei Nishikori,Julien Benneteau,1
1957,Roger Federer,Ivo Karlovic,1
1958,Tomas Berdych,Kevin Anderson,1
1959,Feliciano Lopez,John Isner,1
1960,Rafael Nadal,Lukas Lacko,1
1961,David Ferrer,Richard Gasquet,1
1962,Andy Murray,Mikhail Kukushkin,1
1963,Rafael Nadal,Feliciano Lopez,1
1964,Novak Djokovic,David Ferrer,1
1965,Andy Murray,Kei Nishikori,1
